,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE_flights,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,AIRLINE_airlines,AIRPORT_OriginAirport,CITY_OriginAirport,STATE_OriginAirport,COUNTRY_OriginAirport,LATITUDE_OriginAirport,LONGITUDE_OriginAirport,AIRPORT_DestinationAirport,CITY_DestinationAirport,STATE_DestinationAirport,COUNTRY_DestinationAirport,LATITUDE_DestinationAirport,LONGITUDE_DestinationAirport
5479338,2015-01-01 00:00:00,1900-01-01 00:12:00,1900-01-10 00:00:00,4,UA,502,N518UA,LAX,EWR,600,559.0,-1.0,12.0,611.0,315.0,288.0,268.0,2454,1339.0,8.0,1415,1347.0,-28.0,0,0,,,,,,,United Air Lines Inc.,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807,Newark Liberty International Airport,Newark,NJ,USA,40.6925,-74.16866
1952629,2015-01-01 00:00:00,1900-01-01 00:05:00,1900-01-05 00:00:00,2,DL,1610,N380DA,DEN,DTW,610,604.0,-6.0,13.0,617.0,167.0,162.0,140.0,1123,1037.0,9.0,1057,1046.0,-11.0,0,0,,,,,,,Delta Air Lines Inc.,Denver International Airport,Denver,CO,USA,39.85841,-104.667,Detroit Metropolitan Airport,Detroit,MI,USA,42.21206,-83.34884
2896608,2015-01-01 00:00:00,1900-01-01 00:07:00,1900-01-01 00:00:00,3,MQ,3576,N3AEMQ,LGA,BNA,1201,1157.0,-4.0,17.0,1214.0,143.0,158.0,118.0,764,1312.0,23.0,1324,1335.0,11.0,0,0,,,,,,,American Eagle Airlines Inc.,LaGuardia Airport (Marine Air Terminal),New York,NY,USA,40.77724,-73.87261,Nashville International Airport,Nashville,TN,USA,36.12448,-86.67818
2930410,2015-01-01 00:00:00,1900-01-01 00:07:00,1900-01-03 00:00:00,5,EV,4968,N884AS,ATL,MGM,1145,1221.0,36.0,12.0,1233.0,50.0,44.0,29.0,147,1202.0,3.0,1135,1205.0,30.0,0,0,,0.0,0.0,0.0,30.0,0.0,Atlantic Southeast Airlines,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694,Montgomery Regional Airport,Montgomery,AL,USA,32.30064,-86.39398
1600482,2015-01-01 00:00:00,1900-01-01 00:04:00,1900-01-13 00:00:00,1,DL,2356,N963DL,ATL,TLH,905,902.0,-3.0,24.0,926.0,62.0,66.0,38.0,223,1004.0,4.0,1007,1008.0,1.0,0,0,,,,,,,Delta Air Lines Inc.,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694,Tallahassee International Airport,Tallahassee,FL,USA,30.39653,-84.35033
1991778,2015-01-01 00:00:00,1900-01-01 00:05:00,1900-01-07 00:00:00,4,NK,116,N505NK,PHX,DEN,1155,1154.0,-1.0,10.0,1204.0,104.0,99.0,81.0,602,1425.0,8.0,1439,1433.0,-6.0,0,0,,,,,,,Spirit Air Lines,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806,Denver International Airport,Denver,CO,USA,39.85841,-104.667
1982669,2015-01-01 00:00:00,1900-01-01 00:05:00,1900-01-06 00:00:00,3,WN,120,N8622A,MKE,DEN,1935,1934.0,-1.0,12.0,1946.0,160.0,167.0,147.0,896,2113.0,8.0,2115,2121.0,6.0,0,0,,,,,,,Southwest Airlines Co.,General Mitchell International Airport,Milwaukee,WI,USA,42.94722,-87.89658,Denver International Airport,Denver,CO,USA,39.85841,-104.667
441882,2015-01-01 00:00:00,1900-01-01 00:01:00,1900-01-30 00:00:00,5,AS,136,N613AS,ANC,SEA,130,118.0,-12.0,25.0,143.0,200.0,204.0,175.0,1448,538.0,4.0,550,542.0,-8.0,0,0,,,,,,,Alaska Airlines Inc.,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.17432,-149.99619,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931
1116633,2015-01-01 00:00:00,1900-01-01 00:03:00,1900-01-14 00:00:00,6,UA,1736,N13138,DEN,OGG,1145,1146.0,1.0,21.0,1207.0,460.0,468.0,439.0,3302,1526.0,8.0,1525,1534.0,9.0,0,0,,,,,,,United Air Lines Inc.,Denver International Airport,Denver,CO,USA,39.85841,-104.667,Kahului Airport,Kahului,HI,USA,20.89865,-156.43046
4501487,2015-01-01 00:00:00,1900-01-01 00:10:00,1900-01-08 00:00:00,4,EV,2825,N884AS,14674,11298,1009,956.0,-13.0,8.0,1004.0,109.0,98.0,76.0,551,1220.0,14.0,1258,1234.0,-24.0,0,0,,,,,,,Atlantic Southeast Airlines,,,,,,,,,,,,
236021,2015-01-01 00:00:00,1900-01-01 00:01:00,1900-01-16 00:00:00,5,UA,607,N846UA,DCA,ORD,945,945.0,0.0,11.0,956.0,134.0,124.0,98.0,612,1034.0,15.0,1059,1049.0,-10.0,0,0,,,,,,,United Air Lines Inc.,Ronald Reagan Washington National Airport,Arlington,VA,USA,38.85208,-77.03772,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
5323356,2015-01-01 00:00:00,1900-01-01 00:11:00,1900-01-30 00:00:00,1,EV,4967,N760EV,CHO,LGA,544,545.0,1.0,17.0,602.0,75.0,70.0,47.0,305,649.0,6.0,659,655.0,-4.0,0,0,,,,,,,Atlantic Southeast Airlines,Charlottesville-Albemarle Airport,Charlottesville,VA,USA,38.13864,-78.45286,LaGuardia Airport (Marine Air Terminal),New York,NY,USA,40.77724,-73.87261
5568337,2015-01-01 00:00:00,1900-01-01 00:12:00,1900-01-15 00:00:00,2,WN,3004,N383SW,MDW,PHL,1925,1933.0,8.0,10.0,1943.0,115.0,101.0,86.0,668,2209.0,5.0,2220,2214.0,-6.0,0,0,,,,,,,Southwest Airlines Co.,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242,Philadelphia International Airport,Philadelphia,PA,USA,39.87195,-75.24114
1826900,2015-01-01 00:00:00,1900-01-01 00:04:00,1900-01-27 00:00:00,1,WN,931,N567WN,BWI,RDU,955,1003.0,8.0,9.0,1012.0,65.0,57.0,43.0,255,1055.0,5.0,1100,1100.0,0.0,0,0,,,,,,,Southwest Airlines Co.,Baltimore-Washington International Airport,Baltimore,MD,USA,39.1754,-76.6682,Raleigh-Durham International Airport,Raleigh,NC,USA,35.87764,-78.78747
2621741,2015-01-01 00:00:00,1900-01-01 00:06:00,1900-01-15 00:00:00,1,AA,1280,N454AA,DFW,DTW,720,715.0,-5.0,18.0,733.0,170.0,161.0,134.0,986,1047.0,9.0,1110,1056.0,-14.0,0,0,,,,,,,American Airlines Inc.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372,Detroit Metropolitan Airport,Detroit,MI,USA,42.21206,-83.34884
717626,2015-01-01 00:00:00,1900-01-01 00:02:00,1900-01-17 00:00:00,2,OO,6192,N986SW,DEN,SBA,1109,1114.0,5.0,16.0,1130.0,160.0,149.0,129.0,916,1239.0,4.0,1249,1243.0,-6.0,0,0,,,,,,,Skywest Airlines Inc.,Denver International Airport,Denver,CO,USA,39.85841,-104.667,Santa Barbara Municipal Airport (Santa Barbara Airport),Santa Barbara,CA,USA,34.42621,-119.84037
765728,2015-01-01 00:00:00,1900-01-01 00:02:00,1900-01-20 00:00:00,5,WN,4471,N718SW,ATL,RSW,1030,1025.0,-5.0,9.0,1034.0,110.0,83.0,70.0,515,1144.0,4.0,1220,1148.0,-32.0,0,0,,,,,,,Southwest Airlines Co.,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694,Southwest Florida International Airport,Ft. Myers,FL,USA,26.53617,-81.75517
1611694,2015-01-01 00:00:00,1900-01-01 00:04:00,1900-01-13 00:00:00,1,NK,380,N588NK,FLL,DTW,2018,2014.0,-4.0,18.0,2032.0,182.0,191.0,156.0,1127,2308.0,17.0,2320,2325.0,5.0,0,0,,,,,,,Spirit Air Lines,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,USA,26.07258,-80.15275,Detroit Metropolitan Airport,Detroit,MI,USA,42.21206,-83.34884
1732219,2015-01-01 00:00:00,1900-01-01 00:04:00,1900-01-21 00:00:00,2,MQ,3683,N825MQ,AZO,ORD,1125,1115.0,-10.0,10.0,1125.0,59.0,63.0,31.0,122,1056.0,22.0,1124,1118.0,-6.0,0,0,,,,,,,American Eagle Airlines Inc.,Kalamazoo/Battle Creek International Airport,Kalamazoo,MI,USA,42.23488,-85.55206,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
3047287,2015-01-01 00:00:00,1900-01-01 00:07:00,1900-01-10 00:00:00,5,DL,2446,N680DA,FLL,ATL,1445,1441.0,-4.0,18.0,1459.0,125.0,105.0,75.0,581,1614.0,12.0,1650,1626.0,-24.0,0,0,,,,,,,Delta Air Lines Inc.,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,USA,26.07258,-80.15275,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694
4267471,2015-01-01 00:00:00,1900-01-01 00:09:00,1900-01-23 00:00:00,3,DL,1654,N616DL,LAX,ATL,1325,1322.0,-3.0,15.0,1337.0,267.0,240.0,216.0,1947,2013.0,9.0,2052,2022.0,-30.0,0,0,,,,,,,Delta Air Lines Inc.,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694
4553849,2015-01-01 00:00:00,1900-01-01 00:10:00,1900-01-11 00:00:00,7,EV,4915,N871AS,10781,10397,1715,1747.0,32.0,13.0,1800.0,94.0,92.0,69.0,448,2009.0,10.0,1949,2019.0,30.0,0,0,,0.0,0.0,3.0,27.0,0.0,Atlantic Southeast Airlines,,,,,,,,,,,,
4833664,2015-01-01 00:00:00,1900-01-01 00:10:00,1900-01-29 00:00:00,4,AA,1509,N3GGAA,10721,13303,1105,1056.0,-9.0,21.0,1117.0,213.0,209.0,180.0,1258,1417.0,8.0,1438,1425.0,-13.0,0,0,,,,,,,American Airlines Inc.,,,,,,,,,,,,
4436202,2015-01-01 00:00:00,1900-01-01 00:10:00,1900-01-04 00:00:00,7,EV,5226,N853AS,10431,10397,1027,1021.0,-6.0,19.0,1040.0,61.0,68.0,40.0,164,1120.0,9.0,1128,1129.0,1.0,0,0,,,,,,,Atlantic Southeast Airlines,,,,,,,,,,,,
4778403,2015-01-01 00:00:00,1900-01-01 00:10:00,1900-01-25 00:00:00,7,MQ,3340,N1EAMQ,11298,15919,2005,2005.0,0.0,14.0,2019.0,71.0,63.0,44.0,280,2103.0,5.0,2116,2108.0,-8.0,0,0,,,,,,,American Eagle Airlines Inc.,,,,,,,,,,,,
3638240,2015-01-01 00:00:00,1900-01-01 00:08:00,1900-01-14 00:00:00,5,AA,1006,N866AA,BOS,MIA,1350,1349.0,-1.0,23.0,1412.0,207.0,218.0,187.0,1258,1719.0,8.0,1717,1727.0,10.0,0,0,,,,,,,American Airlines Inc.,Gen. Edward Lawrence Logan International Airport,Boston,MA,USA,42.36435,-71.00518,Miami International Airport,Miami,FL,USA,25.79325,-80.29056
3708323,2015-01-01 00:00:00,1900-01-01 00:08:00,1900-01-18 00:00:00,2,WN,43,N771SA,HOU,LGA,1845,1844.0,-1.0,8.0,1852.0,210.0,212.0,189.0,1428,2301.0,15.0,2315,2316.0,1.0,0,0,,,,,,,Southwest Airlines Co.,William P. Hobby Airport,Houston,TX,USA,29.64542,-95.27889,LaGuardia Airport (Marine Air Terminal),New York,NY,USA,40.77724,-73.87261
3110019,2015-01-01 00:00:00,1900-01-01 00:07:00,1900-01-14 00:00:00,2,AA,46,N3MLAA,SJC,ORD,1100,1054.0,-6.0,14.0,1108.0,261.0,251.0,219.0,1829,1647.0,18.0,1721,1705.0,-16.0,0,0,,,,,,,American Airlines Inc.,Norman Y. Mineta San José International Airport,San Jose,CA,USA,37.36186,-121.92901,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
1865296,2015-01-01 00:00:00,1900-01-01 00:04:00,1900-01-29 00:00:00,3,OO,2874,N862AS,SJC,LAX,1515,1518.0,3.0,20.0,1538.0,80.0,83.0,51.0,308,1629.0,12.0,1635,1641.0,6.0,0,0,,,,,,,Skywest Airlines Inc.,Norman Y. Mineta San José International Airport,San Jose,CA,USA,37.36186,-121.92901,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
1424313,2015-01-01 00:00:00,1900-01-01 00:04:00,1900-01-02 00:00:00,4,OO,6539,N712SK,COS,ORD,904,856.0,-8.0,39.0,935.0,151.0,170.0,123.0,911,1238.0,8.0,1235,1246.0,11.0,0,0,,,,,,,Skywest Airlines Inc.,City of Colorado Springs Municipal Airport,Colorado Springs,CO,USA,38.80581,-104.70025,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
254994,2015-01-01 00:00:00,1900-01-01 00:01:00,1900-01-17 00:00:00,6,EV,2529,N901EV,DFW,FSD,1415,1503.0,48.0,11.0,1514.0,122.0,116.0,100.0,737,1654.0,5.0,1617,1659.0,42.0,0,0,,0.0,0.0,42.0,0.0,0.0,Atlantic Southeast Airlines,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372,Sioux Falls Regional Airport,Sioux Falls,SD,USA,43.58135,-96.7417
5576851,2015-01-01 00:00:00,1900-01-01 00:12:00,1900-01-16 00:00:00,3,AA,1773,N730US,PHL,FLL,1145,1140.0,-5.0,18.0,1158.0,173.0,163.0,142.0,992,1420.0,3.0,1438,1423.0,-15.0,0,0,,,,,,,American Airlines Inc.,Philadelphia International Airport,Philadelphia,PA,USA,39.87195,-75.24114,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,USA,26.07258,-80.15275
636584,2015-01-01 00:00:00,1900-01-01 00:02:00,1900-01-12 00:00:00,4,WN,328,N287WN,TUL,LAS,620,616.0,-4.0,25.0,641.0,190.0,171.0,138.0,1076,659.0,8.0,730,707.0,-23.0,0,0,,,,,,,Southwest Airlines Co.,Tulsa International Airport,Tulsa,OK,USA,36.19837,-95.88824,McCarran International Airport,Las Vegas,NV,USA,36.08036,-115.15233
2399227,2015-01-01 00:00:00,1900-01-01 00:06:00,1900-01-01 00:00:00,1,WN,1164,N262WN,PHX,SJC,1825,1826.0,1.0,7.0,1833.0,110.0,101.0,91.0,621,2004.0,3.0,2015,2007.0,-8.0,0,0,,,,,,,Southwest Airlines Co.,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806,Norman Y. Mineta San José International Airport,San Jose,CA,USA,37.36186,-121.92901
3593422,2015-01-01 00:00:00,1900-01-01 00:08:00,1900-01-11 00:00:00,2,MQ,3322,N909MQ,ORD,SUX,2025,2021.0,-4.0,21.0,2042.0,103.0,94.0,69.0,436,2151.0,4.0,2208,2155.0,-13.0,0,0,,,,,,,American Eagle Airlines Inc.,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446,Sioux Gateway Airport,Sioux City,IA,USA,42.4026,-96.38437
1921896,2015-01-01 00:00:00,1900-01-01 00:05:00,1900-01-03 00:00:00,7,AA,2252,N480AA,DFW,ABQ,845,837.0,-8.0,13.0,850.0,112.0,100.0,83.0,569,913.0,4.0,937,917.0,-20.0,0,0,,,,,,,American Airlines Inc.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372,Albuquerque International Sunport,Albuquerque,NM,USA,35.04022,-106.60919
2298922,2015-01-01 00:00:00,1900-01-01 00:05:00,1900-01-26 00:00:00,2,EV,4900,N858AS,DTW,MDT,1535,1529.0,-6.0,20.0,1549.0,85.0,86.0,63.0,371,1652.0,3.0,1700,1655.0,-5.0,0,0,,,,,,,Atlantic Southeast Airlines,Detroit Metropolitan Airport,Detroit,MI,USA,42.21206,-83.34884,Harrisburg International Airport,Harrisburg,PA,USA,40.1935,-76.7634
3970954,2015-01-01 00:00:00,1900-01-01 00:09:00,1900-01-04 00:00:00,5,MQ,3318,N526MQ,XNA,ORD,600,554.0,-6.0,12.0,606.0,109.0,107.0,83.0,522,729.0,12.0,749,741.0,-8.0,0,0,,,,,,,American Eagle Airlines Inc.,Northwest Arkansas Regional Airport,Fayetteville/Springdale/Rogers,AR,USA,36.28187,-94.30681,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
4259792,2015-01-01 00:00:00,1900-01-01 00:09:00,1900-01-23 00:00:00,3,UA,224,N806UA,ATL,EWR,550,542.0,-8.0,12.0,554.0,130.0,109.0,94.0,746,728.0,3.0,800,731.0,-29.0,0,0,,,,,,,United Air Lines Inc.,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694,Newark Liberty International Airport,Newark,NJ,USA,40.6925,-74.16866
1495095,2015-01-01 00:00:00,1900-01-01 00:04:00,1900-01-06 00:00:00,1,EV,4937,N691CA,MSN,ATL,1650,1654.0,4.0,8.0,1702.0,114.0,122.0,103.0,707,1945.0,11.0,1944,1956.0,12.0,0,0,,,,,,,Atlantic Southeast Airlines,Dane County Regional Airport,Madison,WI,USA,43.13986,-89.33751,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694
4120483,2015-01-01 00:00:00,1900-01-01 00:09:00,1900-01-14 00:00:00,1,MQ,3173,N650MQ,ORD,CVG,735,731.0,-4.0,17.0,748.0,88.0,64.0,42.0,265,930.0,5.0,1003,935.0,-28.0,0,0,,,,,,,American Eagle Airlines Inc.,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446,Cincinnati/Northern Kentucky International Airport,Covington,KY,USA,39.04614,-84.66217
5103113,2015-01-01 00:00:00,1900-01-01 00:11:00,1900-01-15 00:00:00,7,OO,4766,N815SK,LAS,SEA,1620,1612.0,-8.0,14.0,1626.0,168.0,152.0,122.0,867,1828.0,16.0,1908,1844.0,-24.0,0,0,,,,,,,Skywest Airlines Inc.,McCarran International Airport,Las Vegas,NV,USA,36.08036,-115.15233,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931
593967,2015-01-01 00:00:00,1900-01-01 00:02:00,1900-01-09 00:00:00,1,VX,334,N836VA,LAX,FLL,1015,1037.0,22.0,10.0,1047.0,285.0,281.0,268.0,2342,1815.0,3.0,1800,1818.0,18.0,0,0,,0.0,0.0,0.0,18.0,0.0,Virgin America,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,USA,26.07258,-80.15275
478017,2015-01-01 00:00:00,1900-01-01 00:02:00,1900-01-01 00:00:00,7,DL,1297,N950DL,SRQ,ATL,1508,1638.0,90.0,13.0,1651.0,102.0,103.0,77.0,444,1808.0,13.0,1650,1821.0,91.0,0,0,,1.0,0.0,9.0,81.0,0.0,Delta Air Lines Inc.,Sarasota-Bradenton International Airport,Sarasota,FL,USA,27.39533,-82.55411,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694
5597776,2015-01-01 00:00:00,1900-01-01 00:12:00,1900-01-17 00:00:00,4,B6,1315,N179JB,JAX,FLL,1636,1701.0,25.0,11.0,1712.0,78.0,77.0,54.0,319,1806.0,12.0,1754,1818.0,24.0,0,0,,0.0,0.0,12.0,12.0,0.0,JetBlue Airways,Jacksonville International Airport,Jacksonville,FL,USA,30.49406,-81.68786,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,USA,26.07258,-80.15275
4548398,2015-01-01 00:00:00,1900-01-01 00:10:00,1900-01-11 00:00:00,7,AA,2068,N524UW,15304,11057,1140,1132.0,-8.0,9.0,1141.0,104.0,96.0,78.0,507,1259.0,9.0,1324,1308.0,-16.0,0,0,,,,,,,American Airlines Inc.,,,,,,,,,,,,
2872108,2015-01-01 00:00:00,1900-01-01 00:06:00,1900-01-29 00:00:00,1,WN,4744,N468WN,STL,MKE,2140,2140.0,0.0,5.0,2145.0,65.0,59.0,50.0,317,2235.0,4.0,2245,2239.0,-6.0,0,0,,,,,,,Southwest Airlines Co.,St. Louis International Airport at Lambert Field,St Louis,MO,USA,38.74769,-90.35999,General Mitchell International Airport,Milwaukee,WI,USA,42.94722,-87.89658
5147582,2015-01-01 00:00:00,1900-01-01 00:11:00,1900-01-18 00:00:00,3,WN,2148,N564WN,DAL,PHX,1140,1140.0,0.0,6.0,1146.0,155.0,147.0,137.0,879,1303.0,4.0,1315,1307.0,-8.0,0,0,,,,,,,Southwest Airlines Co.,Dallas Love Field,Dallas,TX,USA,32.84711,-96.85177,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806
3610639,2015-01-01 00:00:00,1900-01-01 00:08:00,1900-01-12 00:00:00,3,WN,2469,N237WN,LAS,ONT,2040,2139.0,59.0,9.0,2148.0,50.0,45.0,32.0,197,2220.0,4.0,2130,2224.0,54.0,0,0,,0.0,0.0,48.0,6.0,0.0,Southwest Airlines Co.,McCarran International Airport,Las Vegas,NV,USA,36.08036,-115.15233,Ontario International Airport,Ontario,CA,USA,34.056,-117.60119
4931762,2015-01-01 00:00:00,1900-01-01 00:11:00,1900-01-04 00:00:00,3,EV,4300,N11107,EWR,RIC,1704,1659.0,-5.0,17.0,1716.0,84.0,73.0,48.0,277,1804.0,8.0,1828,1812.0,-16.0,0,0,,,,,,,Atlantic Southeast Airlines,Newark Liberty International Airport,Newark,NJ,USA,40.6925,-74.16866,Richmond International Airport,Richmond,VA,USA,37.50517,-77.31967
630121,2015-01-01 00:00:00,1900-01-01 00:02:00,1900-01-11 00:00:00,3,UA,1010,N69816,IAH,TPA,1540,1539.0,-1.0,15.0,1554.0,120.0,121.0,100.0,787,1834.0,6.0,1840,1840.0,0.0,0,0,,,,,,,United Air Lines Inc.,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972,Tampa International Airport,Tampa,FL,USA,27.97547,-82.53325
1892469,2015-01-01 00:00:00,1900-01-01 00:05:00,1900-01-01 00:00:00,5,WN,3495,N47214,MCO,PIT,855,855.0,0.0,12.0,907.0,135.0,124.0,107.0,834,1054.0,5.0,1110,1059.0,-11.0,0,0,,,,,,,Southwest Airlines Co.,Orlando International Airport,Orlando,FL,USA,28.42889,-81.31603,Pittsburgh International Airport,Pittsburgh,PA,USA,40.49147,-80.23287
331048,2015-01-01 00:00:00,1900-01-01 00:01:00,1900-01-22 00:00:00,4,EV,4567,N21197,EWR,MCI,1612,1605.0,-7.0,19.0,1624.0,205.0,221.0,194.0,1092,1838.0,8.0,1837,1846.0,9.0,0,0,,,,,,,Atlantic Southeast Airlines,Newark Liberty International Airport,Newark,NJ,USA,40.6925,-74.16866,Kansas City International Airport,Kansas City,MO,USA,39.29761,-94.71391
3568133,2015-01-01 00:00:00,1900-01-01 00:08:00,1900-01-10 00:00:00,1,OO,4794,N679CA,LAX,PHX,1220,1244.0,24.0,19.0,1303.0,92.0,80.0,56.0,370,1359.0,5.0,1352,1404.0,12.0,0,0,,,,,,,Skywest Airlines Inc.,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806
4258157,2015-01-01 00:00:00,1900-01-01 00:09:00,1900-01-22 00:00:00,2,DL,779,N3746H,SLC,LAS,2005,2001.0,-4.0,18.0,2019.0,82.0,78.0,55.0,368,2014.0,5.0,2027,2019.0,-8.0,0,0,,,,,,,Delta Air Lines Inc.,Salt Lake City International Airport,Salt Lake City,UT,USA,40.78839,-111.97777,McCarran International Airport,Las Vegas,NV,USA,36.08036,-115.15233
5195970,2015-01-01 00:00:00,1900-01-01 00:11:00,1900-01-21 00:00:00,6,AA,1743,N946UW,PVD,PHL,1117,1111.0,-6.0,23.0,1134.0,83.0,83.0,54.0,237,1228.0,6.0,1240,1234.0,-6.0,0,0,,,,,,,American Airlines Inc.,Theodore Francis Green State Airport,Providence,RI,USA,41.724,-71.42822,Philadelphia International Airport,Philadelphia,PA,USA,39.87195,-75.24114
2067595,2015-01-01 00:00:00,1900-01-01 00:05:00,1900-01-12 00:00:00,2,OO,5604,N779SK,SFO,SEA,805,801.0,-4.0,17.0,818.0,130.0,119.0,96.0,679,954.0,6.0,1015,1000.0,-15.0,0,0,,,,,,,Skywest Airlines Inc.,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931
1885991,2015-01-01 00:00:00,1900-01-01 00:04:00,1900-01-30 00:00:00,4,UA,1611,N39416,DEN,SMF,1910,1922.0,12.0,9.0,1931.0,156.0,145.0,132.0,909,2043.0,4.0,2046,2047.0,1.0,0,0,,,,,,,United Air Lines Inc.,Denver International Airport,Denver,CO,USA,39.85841,-104.667,Sacramento International Airport,Sacramento,CA,USA,38.69542,-121.59077
933319,2015-01-01 00:00:00,1900-01-01 00:03:00,1900-01-03 00:00:00,2,AA,33,N794AA,JFK,LAX,800,755.0,-5.0,15.0,810.0,393.0,434.0,371.0,2475,1121.0,48.0,1133,1209.0,36.0,0,0,,36.0,0.0,0.0,0.0,0.0,American Airlines Inc.,John F. Kennedy International Airport (New York International Airport),New York,NY,USA,40.63975,-73.77893,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
1104650,2015-01-01 00:00:00,1900-01-01 00:03:00,1900-01-13 00:00:00,5,EV,3954,N14158,EWR,CVG,1600,1606.0,6.0,24.0,1630.0,132.0,132.0,103.0,569,1813.0,5.0,1812,1818.0,6.0,0,0,,,,,,,Atlantic Southeast Airlines,Newark Liberty International Airport,Newark,NJ,USA,40.6925,-74.16866,Cincinnati/Northern Kentucky International Airport,Covington,KY,USA,39.04614,-84.66217
1300403,2015-01-01 00:00:00,1900-01-01 00:03:00,1900-01-25 00:00:00,3,DL,2004,N815DN,LAX,SLC,1635,1635.0,0.0,14.0,1649.0,109.0,110.0,92.0,590,1921.0,4.0,1924,1925.0,1.0,0,0,,,,,,,Delta Air Lines Inc.,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807,Salt Lake City International Airport,Salt Lake City,UT,USA,40.78839,-111.97777
2638877,2015-01-01 00:00:00,1900-01-01 00:06:00,1900-01-16 00:00:00,2,OO,5548,N964SW,BUR,DEN,705,700.0,-5.0,12.0,712.0,150.0,139.0,115.0,850,1007.0,12.0,1035,1019.0,-16.0,0,0,,,,,,,Skywest Airlines Inc.,Bob Hope Airport (Hollywood Burbank Airport),Burbank,CA,USA,34.20062,-118.3585,Denver International Airport,Denver,CO,USA,39.85841,-104.667
349769,2015-01-01 00:00:00,1900-01-01 00:01:00,1900-01-23 00:00:00,5,WN,1980,N924WN,ABQ,DEN,1855,1852.0,-3.0,7.0,1859.0,80.0,68.0,55.0,349,1954.0,6.0,2015,2000.0,-15.0,0,0,,,,,,,Southwest Airlines Co.,Albuquerque International Sunport,Albuquerque,NM,USA,35.04022,-106.60919,Denver International Airport,Denver,CO,USA,39.85841,-104.667
